age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
32,1,1,2,no,300,no,no,0,6,2,166,2,-1,0,no
37,7,0,2,no,1175,yes,no,0,15,5,102,1,333,2,no
45,9,1,2,no,1477,yes,no,0,8,7,355,1,-1,0,no
54,7,1,1,no,8,yes,no,0,14,5,143,1,-1,0,no
39,0,3,2,no,399,yes,yes,0,14,8,133,2,-1,0,no
34,4,1,2,no,15,no,no,0,25,8,184,7,-1,0,no
31,9,0,2,no,125,no,no,0,22,8,78,2,-1,0,no
38,9,1,3,no,45,no,no,0,22,7,125,4,-1,0,no
31,7,0,2,no,1987,yes,no,1,20,11,55,2,-1,0,no
34,4,1,2,no,857,yes,no,0,22,8,238,6,-1,0,no
70,5,1,3,no,15834,no,no,0,5,4,172,3,186,1,no
31,4,1,3,no,6290,no,no,0,20,11,303,2,-1,0,no
57,0,1,2,no,808,no,no,0,14,7,417,3,-1,0,no
28,1,1,2,no,373,yes,no,0,14,5,10,9,344,1,no
44,0,0,2,no,-101,yes,no,0,10,7,99,1,-1,0,no
46,4,1,3,no,1375,yes,no,0,17,11,308,3,-1,0,no
34,4,1,3,no,180,no,no,0,16,6,298,3,-1,0,no
58,9,1,2,no,175,no,no,0,12,8,92,4,-1,0,no
52,7,1,2,no,381,no,yes,0,25,8,288,12,-1,0,no
27,1,1,2,no,2171,yes,no,0,16,4,130,1,323,1,no
48,9,1,2,no,340,yes,no,0,28,1,255,2,-1,0,no
33,9,3,2,yes,10,yes,yes,0,18,11,167,5,-1,0,no
46,0,1,2,no,4958,yes,no,0,17,11,64,3,150,5,no
31,4,1,3,no,156,no,no,0,13,8,657,7,-1,0,yes
37,0,0,2,no,781,no,no,0,20,8,75,1,-1,0,no
60,2,1,1,no,0,no,no,1,23,7,40,1,-1,0,no
40,9,1,2,no,1819,no,no,0,5,6,398,2,-1,0,no
50,4,1,3,no,4374,yes,no,0,21,11,163,2,113,3,no
34,2,1,2,no,456,yes,yes,0,28,8,137,8,-1,0,no
36,7,0,2,no,774,yes,no,0,3,2,231,2,259,1,no
40,7,3,2,no,-81,no,yes,0,23,7,186,1,-1,0,no
37,1,1,1,no,0,yes,no,0,6,5,226,1,363,3,no
57,4,1,3,no,0,yes,no,0,21,11,67,1,-1,0,no
46,4,1,3,no,-3,no,no,0,28,8,205,2,-1,0,no
31,1,0,1,no,2488,yes,no,0,20,4,14,1,-1,0,no
39,9,3,3,yes,3,no,no,0,6,5,488,1,-1,0,yes
32,1,1,1,no,103,no,no,0,23,7,312,1,-1,0,no
44,9,3,2,no,316,yes,no,0,21,7,163,3,-1,0,no
59,5,3,1,no,7179,no,no,0,5,2,150,1,-1,0,no
39,7,1,2,no,247,yes,no,0,17,4,244,2,-1,0,no
54,4,1,3,no,8295,no,no,0,5,6,207,1,-1,0,yes
27,7,0,2,no,261,yes,yes,0,18,5,113,1,-1,0,no
51,6,1,2,no,95,yes,no,0,23,7,1309,4,-1,0,yes
33,9,0,2,no,291,no,no,0,25,8,72,6,-1,0,no
38,1,1,1,no,2240,yes,no,0,19,11,551,1,183,1,no
54,4,3,3,no,1295,yes,no,0,21,7,179,10,-1,0,no
33,1,1,1,no,324,yes,no,0,13,5,217,2,-1,0,no
34,4,0,3,no,2646,no,no,0,14,4,142,1,-1,0,yes
41,9,0,2,no,618,no,no,0,5,2,1056,1,-1,0,no
48,4,3,3,no,541,yes,no,0,14,5,72,1,363,2,no
32,1,1,2,no,0,yes,no,0,8,5,80,2,-1,0,no
28,7,0,2,no,290,yes,no,0,18,5,128,1,-1,0,no
47,1,1,2,no,1230,yes,no,0,30,4,412,1,169,1,yes
32,0,0,2,no,45,yes,yes,0,14,5,908,3,344,7,no
32,0,1,2,no,923,yes,no,0,17,4,819,4,-1,0,no
38,4,1,3,no,950,no,no,0,5,8,210,2,-1,0,no
86,5,1,2,no,1503,no,no,1,18,3,165,3,101,1,no
47,9,1,2,no,65,no,no,0,28,8,118,8,-1,0,no
42,4,1,1,no,-679,yes,yes,0,6,5,159,1,343,2,no
44,4,1,3,no,773,no,yes,0,9,7,618,1,-1,0,no
34,7,3,2,no,991,yes,no,0,6,5,89,1,344,1,no
34,0,1,2,no,247,no,no,0,8,10,401,2,-1,0,yes
53,1,1,1,no,4143,no,no,0,15,7,200,3,-1,0,no
30,1,0,2,no,180,no,no,0,14,7,203,1,183,2,no
26,1,0,1,no,-887,yes,no,0,18,5,827,2,-1,0,yes
40,4,1,3,no,-495,no,yes,0,29,7,303,2,-1,0,no
34,9,0,2,no,440,yes,no,0,6,5,445,2,345,2,no
32,1,0,2,no,135,yes,no,0,18,5,232,2,-1,0,no
39,9,1,2,no,-735,yes,no,0,30,1,144,5,248,2,no
36,9,1,3,no,60,no,no,0,19,8,209,2,-1,0,no
39,9,3,2,no,902,yes,no,0,10,2,691,2,180,5,yes
34,1,0,2,no,-72,yes,no,0,7,7,273,5,-1,0,no
42,4,1,3,no,1205,no,no,1,8,9,376,2,-1,0,yes
46,9,1,2,no,499,yes,no,0,31,7,37,10,-1,0,no
32,4,0,3,no,656,yes,yes,0,20,4,148,2,-1,0,no
27,7,1,2,no,100,no,no,0,16,7,57,2,-1,0,no
29,7,0,2,no,192,no,no,0,30,1,327,4,-1,0,no
35,4,0,3,no,0,no,no,0,29,8,669,6,-1,0,no
49,4,1,3,no,87,no,no,0,29,1,165,1,-1,0,no
58,4,1,3,no,3228,no,no,0,19,8,58,2,-1,0,no
40,4,0,3,no,1361,no,no,0,29,1,1473,1,-1,0,yes
34,9,0,2,no,318,no,yes,0,25,7,239,5,-1,0,no
60,5,1,2,no,197,no,no,0,7,10,1386,1,-1,0,no
28,8,0,3,no,0,no,no,0,28,9,294,2,105,7,yes
46,4,1,3,no,273,yes,no,0,18,3,910,2,184,4,yes
59,4,3,3,no,7813,yes,no,0,21,11,75,1,-1,0,no
33,9,1,3,no,75,no,no,0,21,7,204,4,-1,0,no
54,5,1,2,no,1139,yes,no,0,14,5,155,1,177,7,no
54,1,1,2,no,0,no,no,1,16,4,1366,1,150,1,no
48,3,1,1,no,7195,no,no,0,21,11,609,2,-1,0,yes
30,7,0,3,no,-477,no,yes,0,21,8,1532,2,-1,0,yes
29,4,0,3,no,1026,no,no,0,12,11,226,1,92,1,yes
51,2,1,3,no,3921,yes,no,0,5,5,168,1,-1,0,no
53,10,1,1,no,980,yes,no,0,3,dec,352,1,-1,0,yes
43,1,1,2,no,-179,yes,no,0,30,7,335,6,-1,0,no
34,0,1,3,no,2552,yes,yes,0,25,9,74,1,-1,0,no
40,2,1,3,no,1729,yes,no,0,12,5,85,1,-1,0,no
33,0,0,2,no,-300,yes,yes,0,25,7,184,1,-1,0,no
66,5,1,2,no,4785,no,no,0,13,8,72,3,-1,0,no
33,7,1,2,no,0,yes,no,1,22,7,44,8,-1,0,no
31,9,0,2,no,391,no,no,0,13,8,336,2,-1,0,no
71,5,1,1,no,4657,no,no,0,16,2,93,5,-1,0,yes
22,8,0,1,no,3472,no,no,0,20,10,332,1,183,3,yes
46,10,0,3,no,705,no,no,0,4,2,398,1,-1,0,no
45,1,1,2,no,4365,no,yes,0,9,2,45,2,-1,0,no
49,1,1,1,no,474,yes,yes,1,9,2,152,3,221,1,no
27,9,0,2,no,489,yes,no,0,30,7,356,4,-1,0,yes
37,4,0,3,no,695,no,no,0,28,1,233,1,-1,0,no
45,9,1,2,no,315,yes,no,0,30,6,103,1,-1,0,no
27,8,0,2,no,213,no,no,0,27,3,378,1,-1,0,yes
66,4,1,3,no,2169,no,no,0,7,7,282,1,-1,0,no
48,1,1,2,no,333,yes,no,0,14,5,24,6,-1,0,no
33,1,0,2,no,4404,yes,no,0,20,11,766,3,-1,0,no
42,7,3,2,no,257,yes,no,0,12,5,955,2,-1,0,yes
47,10,1,2,no,3188,yes,no,0,3,2,426,3,-1,0,no
78,5,1,3,no,226,no,no,1,6,11,136,1,-1,0,no
50,7,1,1,no,1260,no,no,0,18,11,172,1,-1,0,no
46,2,0,3,no,1410,yes,no,0,19,11,93,1,189,8,no
41,0,3,2,no,6046,yes,yes,1,15,3,300,6,182,2,yes
36,0,0,3,no,980,no,no,0,11,11,118,4,104,7,no
77,5,1,1,no,680,no,no,1,24,2,513,2,89,7,no
43,4,0,2,yes,-1164,yes,yes,0,18,7,76,4,-1,0,no
25,10,0,3,no,343,no,no,0,1,6,377,1,-1,0,yes
49,4,1,3,no,852,yes,no,0,20,11,408,1,-1,0,no
33,1,1,1,no,50,yes,no,0,7,5,246,2,-1,0,no
40,4,0,3,no,0,no,no,0,26,8,58,7,-1,0,no
44,1,1,1,no,10,yes,no,0,17,7,196,1,-1,0,no
32,1,1,2,no,950,yes,yes,0,20,4,219,4,-1,0,no
52,4,1,3,no,0,yes,no,0,9,7,197,1,-1,0,no
35,4,1,3,no,175,yes,no,0,7,8,257,2,-1,0,no
35,9,1,2,no,-259,yes,no,0,29,1,381,1,247,2,no
44,9,0,2,no,7138,no,no,0,8,8,809,2,-1,0,yes
50,0,3,2,no,1111,yes,no,0,17,4,50,1,-1,0,no
27,1,0,2,no,113,no,no,0,22,7,39,17,-1,0,no
55,4,3,3,no,-612,no,no,0,26,8,131,2,-1,0,no
51,6,1,3,no,833,no,no,0,31,7,77,3,-1,0,no
34,9,0,2,no,105,yes,no,0,7,5,146,2,171,3,no
35,7,0,2,no,1063,yes,yes,0,16,4,327,1,-1,0,no
56,0,3,2,no,985,no,yes,0,18,8,150,2,-1,0,no
45,1,1,2,no,2926,yes,yes,0,19,11,482,3,120,2,no
37,2,3,3,no,66,no,no,0,18,11,1164,2,-1,0,yes
43,0,1,2,no,0,yes,no,0,17,7,674,3,-1,0,no
44,4,1,1,no,4758,yes,no,0,22,7,712,6,-1,0,yes
38,0,0,2,no,-23,no,no,0,20,11,48,2,-1,0,no
58,4,3,3,no,1573,yes,yes,0,17,11,279,1,-1,0,no
53,7,1,2,no,1378,yes,no,0,18,7,91,2,-1,0,no
36,1,1,2,no,-73,yes,yes,0,18,5,15,8,-1,0,no
28,1,1,1,no,60,yes,no,0,6,5,161,1,337,1,no
32,0,0,3,no,1583,yes,no,0,19,11,100,1,182,1,no
46,0,1,2,no,-121,yes,yes,0,8,7,214,4,-1,0,no
28,1,0,2,no,1065,yes,yes,0,17,4,406,1,317,1,no
51,10,1,2,no,-13,yes,no,0,13,5,361,1,364,1,no
31,4,0,3,no,1494,no,no,0,13,8,275,12,-1,0,no
38,4,1,3,no,46,no,no,0,29,8,70,4,-1,0,no
31,1,0,2,no,609,yes,no,0,14,4,1126,1,335,1,no
74,5,3,2,no,4079,no,no,0,19,10,343,3,-1,0,yes
40,4,0,3,no,0,yes,no,0,23,2,228,2,182,6,yes
43,9,1,2,no,7876,yes,no,0,11,8,209,2,-1,0,no
34,9,0,3,no,925,yes,no,0,13,4,709,1,-1,0,yes
54,4,3,3,no,7010,no,no,0,11,3,275,2,-1,0,no
51,1,1,1,no,42,yes,no,0,12,5,51,2,342,3,no
33,4,0,3,no,3170,no,no,0,28,10,246,2,-1,0,no
48,0,1,2,no,8,no,yes,0,7,7,46,1,-1,0,no
42,6,3,3,no,216,yes,no,0,8,5,144,3,-1,0,no
35,4,0,3,no,2975,no,no,0,8,8,249,2,-1,0,no
59,4,3,3,no,0,yes,no,0,31,7,52,8,-1,0,no
33,4,1,3,no,4,yes,no,0,16,7,285,5,-1,0,no
59,4,1,1,no,1727,no,no,1,25,5,500,4,358,2,yes
41,1,3,1,no,664,no,yes,0,15,7,955,5,-1,0,yes
42,9,1,2,no,473,yes,no,0,7,7,216,5,-1,0,no
51,9,3,3,no,0,no,no,0,28,8,84,7,-1,0,no
45,4,1,3,no,-192,yes,no,0,6,5,138,3,-1,0,no
30,4,1,3,no,1942,yes,yes,0,21,11,436,2,178,3,yes
33,1,0,2,no,5137,yes,no,0,6,5,123,1,-1,0,no
43,4,1,3,no,13044,no,no,0,18,8,36,4,-1,0,no
73,5,1,1,no,154,no,no,0,15,10,103,1,-1,0,no
52,10,1,1,no,255,no,yes,0,10,7,374,3,-1,0,no
56,4,1,3,no,318,no,yes,1,9,7,246,3,-1,0,no
54,4,1,1,no,3859,no,yes,0,20,11,104,3,-1,0,no
59,9,1,1,no,4198,no,no,0,14,1,309,1,91,10,yes
52,1,1,1,no,230,yes,no,0,6,5,198,2,170,2,no
53,0,1,2,no,263,no,yes,0,18,7,143,7,-1,0,no
48,9,1,2,no,568,yes,no,0,2,9,378,2,386,1,yes
57,9,1,2,no,1469,yes,no,0,17,11,364,1,-1,0,no
51,9,1,2,no,18,no,yes,0,25,7,363,6,-1,0,no
50,4,3,3,no,201,yes,no,0,24,7,248,1,-1,0,no
39,1,1,1,no,694,yes,no,0,21,11,44,1,-1,0,no
38,10,0,3,no,0,no,no,0,6,2,39,2,-1,0,no
56,4,3,3,no,2959,yes,no,1,18,5,325,1,-1,0,no
41,3,3,1,no,22,yes,no,0,18,11,238,3,126,4,no
47,9,1,2,no,1167,yes,no,0,30,4,968,1,87,5,yes
38,4,0,3,no,35,yes,no,0,17,4,156,1,273,3,no
80,5,1,2,no,8304,no,no,1,6,4,681,1,118,11,no
37,7,1,2,no,4760,yes,no,0,20,11,187,2,-1,0,no
44,4,0,3,no,-1313,yes,yes,0,15,5,104,10,-1,0,no
33,1,0,2,no,697,no,no,0,6,2,860,2,-1,0,yes
53,9,1,2,no,230,no,yes,0,13,8,112,2,-1,0,no
69,5,1,3,no,473,no,no,0,7,7,112,1,78,1,no
30,4,0,3,no,201,yes,no,0,17,3,325,2,-1,0,yes
31,6,0,2,no,1086,no,no,0,20,11,410,1,-1,0,no
38,4,3,3,no,4335,yes,no,0,20,11,640,1,-1,0,no
46,1,3,1,no,216,no,no,0,2,2,173,1,-1,0,no
33,1,1,2,no,-77,yes,no,0,28,7,151,3,-1,0,no
27,8,0,2,no,1566,no,no,0,30,1,164,5,-1,0,no
26,4,0,3,no,592,no,no,1,29,1,145,2,164,1,no
38,4,0,3,no,104,yes,no,0,6,5,606,3,-1,0,yes
54,7,1,2,no,-22,no,yes,0,9,7,85,1,-1,0,no
51,7,1,2,no,0,no,no,0,18,7,439,3,-1,0,no
53,9,1,2,no,100,no,no,0,13,8,205,4,-1,0,no
35,1,1,1,no,319,yes,no,0,16,7,221,1,-1,0,no
58,4,1,3,no,9339,yes,no,1,18,11,52,3,172,3,no
57,5,1,2,yes,32,yes,no,0,15,5,476,3,-1,0,no
52,4,1,3,no,6922,no,no,0,20,11,371,1,-1,0,no
35,4,0,3,no,633,yes,no,0,17,4,128,3,-1,0,no
46,2,1,3,no,2262,no,no,1,14,7,44,14,-1,0,no
38,6,3,3,no,1513,no,no,0,7,5,330,1,342,1,no
47,2,1,1,no,668,no,no,0,12,5,908,1,-1,0,no
35,4,3,3,no,649,no,no,0,16,4,177,1,-1,0,no
27,0,0,2,no,-145,yes,no,1,15,5,289,8,-1,0,no
31,1,1,2,no,-498,yes,no,0,21,7,357,1,-1,0,no
31,4,0,3,no,0,no,no,0,28,8,38,16,-1,0,no
46,0,1,2,no,22,yes,no,0,7,8,414,4,-1,0,no
31,0,1,2,no,2304,yes,no,0,20,11,257,2,-1,0,no
42,3,1,1,no,145,no,no,0,20,8,252,2,-1,0,no
40,3,1,1,no,1832,no,no,0,6,2,213,4,-1,0,no
51,1,1,1,no,3726,no,yes,0,27,8,119,12,-1,0,no
31,10,1,3,no,591,no,no,0,21,11,161,2,-1,0,no
62,5,3,3,no,0,no,no,0,13,11,227,2,-1,0,yes
24,8,0,2,no,508,yes,no,1,18,5,12,3,374,1,no
48,10,1,2,no,817,no,no,0,14,1,517,1,282,4,yes
41,9,3,2,no,348,yes,no,0,7,5,225,2,275,2,no
52,9,1,2,no,3554,no,yes,0,8,7,89,1,-1,0,no
32,9,3,3,no,267,no,no,0,26,5,128,1,-1,0,no
38,1,1,1,no,1327,yes,no,0,20,11,277,1,-1,0,no
31,1,0,1,no,864,yes,no,1,14,5,113,2,-1,0,no
35,3,1,3,no,1265,yes,no,0,15,5,326,5,179,4,yes
52,9,1,3,no,214,no,no,0,29,8,161,3,-1,0,no
58,5,1,2,no,425,yes,yes,0,17,11,100,1,-1,0,no
57,3,1,3,no,3,no,no,0,4,8,142,2,-1,0,no
59,1,1,1,no,0,no,no,0,18,11,167,2,-1,0,no
27,9,0,2,no,282,no,yes,0,9,7,676,5,-1,0,no
42,2,1,3,no,0,no,no,0,9,7,236,1,-1,0,no
33,1,1,2,no,0,yes,yes,0,28,7,83,12,-1,0,no
31,7,0,2,no,864,yes,no,0,6,5,100,1,-1,0,no
37,4,1,3,no,4089,yes,no,0,2,2,289,2,174,4,yes
29,1,1,2,no,-478,no,yes,0,8,7,528,2,-1,0,no
35,6,1,2,no,8883,no,no,0,21,11,33,3,-1,0,no
31,9,0,2,no,1970,no,no,1,17,4,284,3,-1,0,no
62,4,1,3,no,1859,no,no,1,6,8,245,3,-1,0,yes
32,9,0,3,no,1059,yes,no,0,17,4,115,1,-1,0,no
51,1,3,1,no,602,yes,no,0,11,5,347,1,284,2,no
29,7,0,2,no,0,no,no,0,17,7,58,1,-1,0,no
43,1,1,1,no,255,yes,no,0,17,7,180,1,-1,0,no
29,7,1,2,no,57,yes,no,1,21,7,342,9,-1,0,no
57,5,1,2,no,523,no,yes,0,2,2,49,6,-1,0,no
43,4,1,3,no,422,no,no,0,12,8,110,1,-1,0,no
33,7,1,2,no,386,no,no,0,12,11,253,1,92,4,yes
60,4,1,3,no,3387,no,no,0,14,8,636,2,-1,0,no
51,9,1,1,no,260,no,no,0,19,8,137,2,-1,0,no
40,0,0,2,no,-1,no,no,0,7,7,173,1,-1,0,no
51,9,1,2,no,1490,yes,no,0,18,7,227,2,-1,0,no
47,9,1,2,no,826,yes,no,1,18,11,195,3,112,8,no
45,1,1,1,no,907,no,no,0,18,8,230,8,-1,0,no
40,7,1,2,no,1836,yes,no,0,12,5,750,2,-1,0,yes
29,2,0,2,no,404,no,no,0,30,1,413,3,-1,0,no
26,9,1,2,no,18,yes,yes,0,5,5,138,1,-1,0,no
35,7,1,2,no,819,yes,no,1,14,7,102,14,-1,0,no
28,1,0,2,no,-46,yes,no,0,1,9,199,1,92,14,yes
30,9,1,2,no,371,no,no,0,7,8,124,2,-1,0,no
51,9,1,3,no,-3,no,no,0,25,8,91,9,-1,0,no
33,4,1,2,no,11,yes,no,0,4,5,104,3,-1,0,no
32,1,0,2,no,33,yes,no,0,18,5,125,1,368,4,no
43,2,1,2,no,104,yes,no,0,18,7,635,3,-1,0,yes
46,1,1,1,no,174,no,yes,0,15,7,90,1,-1,0,no
32,4,1,3,no,3107,yes,yes,0,25,7,310,1,-1,0,no
40,7,1,2,no,1438,yes,no,0,6,5,207,1,351,2,no
51,1,1,1,no,-11,no,no,1,16,7,126,4,-1,0,no
46,0,0,2,no,1693,yes,no,0,25,1,137,1,97,1,no
36,9,1,3,no,837,no,no,0,28,8,68,6,-1,0,no
48,4,1,3,no,363,no,no,0,18,11,67,1,-1,0,no
26,0,0,2,no,236,yes,yes,0,18,5,8,2,-1,0,no
47,4,1,3,no,-50,no,yes,0,7,7,175,1,-1,0,no
54,4,3,3,no,26306,yes,no,0,11,2,27,1,84,3,no
33,9,1,2,no,575,no,yes,0,4,2,254,2,-1,0,no
35,0,3,2,no,148,no,yes,0,8,7,199,1,-1,0,no
52,7,1,2,no,431,no,no,0,26,8,73,17,-1,0,no
35,9,0,3,no,3552,no,no,0,21,11,267,1,-1,0,no
41,0,3,2,no,3823,no,no,0,26,4,234,10,-1,0,no
32,4,1,3,no,138,no,no,0,20,8,94,4,-1,0,no
28,1,1,2,no,1325,yes,no,0,15,5,242,1,-1,0,no
59,5,1,2,no,0,no,no,0,18,7,247,4,-1,0,no
55,4,3,3,no,1598,no,no,0,22,8,607,4,-1,0,no
34,4,1,3,no,3301,yes,no,0,17,6,485,2,227,4,yes
24,8,0,2,no,822,no,no,0,27,10,184,1,91,2,yes
58,1,1,1,no,0,yes,no,0,31,7,5,25,-1,0,no
44,9,1,2,no,2776,yes,no,0,27,1,701,1,-1,0,yes
33,1,1,2,no,139,yes,yes,0,18,5,732,2,291,5,yes
34,4,1,3,no,573,no,no,0,10,8,122,1,-1,0,no
46,4,0,3,no,2154,yes,no,0,21,7,87,4,-1,0,no
31,6,0,3,no,96,no,no,0,5,2,577,1,-1,0,no
39,2,1,3,no,83,yes,no,0,11,7,193,2,-1,0,no
34,4,0,3,no,6766,no,no,0,28,8,210,5,-1,0,no
47,9,1,2,no,3973,no,no,0,6,8,732,2,-1,0,no
48,1,0,2,no,-552,no,yes,0,21,11,150,2,-1,0,no
30,6,0,3,no,48,no,no,0,21,11,140,1,-1,0,no
38,9,1,2,no,7696,yes,no,0,20,11,386,2,-1,0,no
24,7,1,2,no,4500,yes,no,0,11,5,733,2,-1,0,yes
34,9,1,2,no,1,yes,no,0,19,11,108,1,-1,0,no
46,4,0,3,no,46,no,yes,0,17,11,80,1,152,1,no
46,7,1,2,no,451,yes,yes,0,13,5,389,4,-1,0,no
26,6,1,3,no,479,yes,no,0,9,2,133,3,-1,0,no
42,1,1,2,no,0,yes,no,0,21,11,328,6,-1,0,no
50,9,1,2,no,1130,yes,no,0,23,7,119,2,-1,0,no
34,0,0,2,no,10,no,yes,0,18,11,162,1,173,3,no
58,3,0,3,no,145,yes,yes,0,16,7,128,2,-1,0,no
45,9,1,2,no,115,yes,no,0,6,5,108,1,-1,0,no
28,0,0,2,no,89,yes,yes,0,6,2,172,2,-1,0,no
49,10,3,3,no,780,no,no,0,8,11,148,1,871,2,no
50,4,1,3,no,207,yes,no,0,4,2,99,1,-1,0,no
37,4,1,3,no,238,no,no,0,3,2,185,1,92,1,yes
45,1,1,1,no,2433,no,no,0,6,8,133,2,-1,0,no
30,3,0,2,no,1924,no,no,0,6,2,170,1,-1,0,no
36,4,0,3,no,1531,yes,no,0,8,5,81,3,170,1,no
41,4,0,2,no,764,no,no,0,12,6,230,2,-1,0,no
70,5,1,1,no,3782,no,no,0,16,3,618,1,-1,0,no
41,4,1,3,no,326,yes,no,0,5,5,788,1,-1,0,yes
47,7,3,2,no,691,no,no,0,6,2,285,6,-1,0,no
34,9,0,2,no,0,no,no,0,21,8,163,2,-1,0,no
33,4,0,3,no,99,no,no,0,8,7,159,1,-1,0,no
58,5,1,2,no,502,yes,no,0,12,5,197,2,370,3,no
51,4,1,3,no,-15,no,no,0,25,7,212,2,-1,0,no
55,0,1,2,no,0,no,no,0,23,9,180,2,238,3,no
34,4,0,3,no,171,yes,no,0,7,5,191,1,294,1,no
35,0,0,2,no,0,yes,no,0,13,5,1073,1,-1,0,yes
45,4,1,3,no,-206,yes,no,0,6,5,337,2,-1,0,no
42,1,1,1,no,704,yes,yes,1,31,7,88,10,-1,0,no
38,9,1,2,no,1931,no,no,0,2,6,167,1,298,10,no
34,9,0,2,no,943,no,no,0,29,8,96,4,-1,0,no
35,9,1,2,no,327,yes,no,0,13,4,537,3,-1,0,no
58,5,1,2,no,983,no,no,0,5,8,139,1,-1,0,no
45,2,1,3,no,0,yes,no,0,29,7,100,3,-1,0,no
44,7,1,2,no,5780,yes,no,0,1,4,525,2,-1,0,no
30,9,0,2,no,790,no,no,0,20,8,696,3,-1,0,no
50,9,1,2,no,1412,no,no,0,6,8,131,3,-1,0,no
38,2,1,3,no,228,yes,no,0,5,2,105,1,-1,0,no
45,9,0,3,no,2087,no,no,0,29,8,29,14,-1,0,no
34,2,1,2,no,2,yes,yes,0,5,5,184,1,167,6,no
48,9,1,2,no,197,no,yes,0,3,2,47,2,222,3,no
32,1,1,2,no,1905,yes,no,0,16,7,709,2,-1,0,yes
35,9,1,3,no,118,no,no,0,6,8,358,2,-1,0,no
35,9,1,2,no,13,no,no,0,22,8,94,2,-1,0,no
57,7,3,2,no,14,no,yes,0,22,7,445,2,-1,0,no
28,9,0,2,no,769,yes,no,0,15,5,153,1,371,2,no
57,4,1,2,no,139,no,no,0,17,8,80,1,-1,0,no
36,9,1,3,no,6,yes,no,0,27,1,100,1,435,1,no
33,4,1,3,no,2098,no,no,0,20,11,67,1,-1,0,no
57,4,1,3,no,320,no,no,0,7,8,76,2,-1,0,no
51,3,3,3,no,370,yes,no,0,19,8,109,3,-1,0,no
54,1,3,1,no,-182,no,no,0,9,7,98,1,-1,0,no
43,2,1,3,no,13342,yes,no,0,18,11,465,1,-1,0,no
58,5,0,1,no,6570,no,no,0,21,7,106,3,-1,0,no
53,0,1,2,no,225,yes,no,0,20,4,304,1,340,1,no
44,4,1,2,no,-665,no,no,0,30,7,342,3,-1,0,no
35,1,1,1,no,46,no,no,0,8,7,338,3,-1,0,no
40,6,1,2,no,2,no,no,0,22,8,197,5,-1,0,no
38,0,0,2,no,883,yes,no,0,12,5,95,1,327,9,no
25,1,0,2,no,913,yes,no,0,7,7,113,4,-1,0,no
38,1,3,2,no,595,yes,no,0,7,5,245,3,-1,0,no
26,9,0,2,no,7,yes,no,0,22,7,188,2,-1,0,no
37,9,0,3,no,1661,no,no,0,19,8,199,5,-1,0,no
30,4,1,3,no,102,yes,no,0,5,4,470,7,426,3,yes
33,0,0,3,no,490,yes,no,0,7,5,31,1,363,2,no
35,4,1,3,no,2682,yes,no,0,9,7,156,1,-1,0,no
29,10,1,2,no,596,no,no,0,30,1,510,2,-1,0,no
54,1,1,2,no,2059,yes,no,0,25,8,177,4,-1,0,no
27,0,1,2,no,132,no,no,0,13,10,123,2,-1,0,no
34,4,1,2,no,0,no,no,0,2,2,270,1,-1,0,no
38,4,1,3,no,223,no,no,0,28,1,63,1,-1,0,no
26,7,0,2,no,512,yes,yes,0,30,1,206,5,239,3,no
30,4,0,3,no,940,no,no,0,8,8,131,2,-1,0,no
34,9,1,2,no,0,yes,no,0,29,8,116,4,-1,0,no
34,4,1,2,no,1007,yes,no,0,21,7,240,2,-1,0,no
34,4,0,2,no,0,no,no,0,22,8,132,4,-1,0,no
30,7,1,2,no,1286,yes,yes,0,17,7,544,1,-1,0,no
30,8,0,2,no,4,no,no,0,4,2,443,2,-1,0,no
51,1,1,1,no,0,yes,no,0,10,7,324,1,-1,0,no
36,7,0,2,no,417,yes,no,0,6,2,15,10,207,3,no
48,1,1,1,no,1678,no,no,0,28,1,263,2,-1,0,no
58,4,1,2,no,407,yes,no,0,29,7,145,2,-1,0,no
56,4,3,3,no,659,no,yes,0,2,6,56,1,-1,0,no
34,1,1,2,no,393,yes,no,0,5,5,11,9,-1,0,no
33,0,3,2,no,661,yes,no,0,18,11,411,1,173,2,no
26,7,0,2,no,0,no,no,0,29,7,165,23,-1,0,no
35,7,1,2,no,195,yes,no,0,17,4,203,1,-1,0,no
37,9,0,2,no,-242,yes,no,0,13,8,1149,6,-1,0,yes
43,7,0,2,no,3403,yes,no,0,12,11,707,2,97,2,yes
28,1,1,2,no,8,yes,no,0,15,5,196,1,-1,0,no
26,10,0,2,no,622,no,no,0,28,1,1451,2,-1,0,yes
35,9,0,2,no,2,no,no,0,11,8,239,4,-1,0,no
39,1,1,2,no,1439,yes,no,1,28,7,73,6,-1,0,no
42,1,3,2,no,1491,yes,no,0,6,5,203,2,334,2,no
32,9,0,2,no,6402,yes,no,0,6,5,158,1,167,1,no
30,10,1,2,no,1210,no,no,0,9,7,100,4,-1,0,no
26,4,0,3,no,122,no,yes,0,8,7,160,1,-1,0,no
30,8,0,2,no,0,yes,no,0,19,11,661,1,-1,0,no
32,4,1,3,no,62,yes,no,0,14,5,166,1,-1,0,no
47,7,1,2,no,3333,yes,yes,0,29,7,114,2,-1,0,no
57,1,1,1,no,23,yes,no,1,31,7,25,8,-1,0,no
35,0,1,2,no,0,yes,no,0,7,5,121,2,-1,0,no
